Date,Open,High,Low,Close,Volume
2025-10-27,1463.0,1485.0,1458.0,1484.1,14113867
2025-10-28,1484.1,1492.0,1477.6,1486.9,17631577
2025-10-29,1490.0,1508.3,1488.1,1504.2,11884745
2025-10-30,1500.0,1503.1,1484.0,1488.5,9318663
2025-10-31,1490.4,1497.5,1482.3,1486.4,8758053
2025-11-03,1486.0,1495.0,1479.3,1484.7,8452085
2025-11-04,1483.9,1492.8,1470.1,1473.1,10007806
2025-11-06,1484.0,1501.6,1476.2,1496.1,16772678
2025-11-07,1494.6,1498.4,1475.9,1478.0,7821765
2025-11-10,1477.9,1501.0,1475.5,1489.3,7068438
2025-11-11,1497.0,1498.8,1480.2,1493.4,7127506
2025-11-12,1505.0,1524.7,1500.0,1511.5,12384459
2025-11-13,1515.0,1522.1,1506.8,1510.9,7196443
2025-11-14,1505.5,1520.9,1505.5,1518.9,7682823
2025-11-17,1520.9,1523.7,1511.5,1518.3,5871416
2025-11-18,1521.7,1527.8,1510.5,1519.4,11045042
2025-11-19,1517.4,1522.3,1512.0,1518.9,5692366
2025-11-20,1530.0,1550.9,1526.7,1549.1,18171724
2025-11-21,1541.0,1557.8,1540.1,1546.6,9615271
2025-11-24,1550.0,1550.0,1531.8,1535.9,18433951
2025-11-25,1535.9,1559.6,1525.1,1539.7,15033482
2025-11-26,1542.3,1571.6,1540.5,1569.9,14054299
2025-11-27,1575.0,1575.5,1556.0,1563.4,9794643
2025-11-28,1568.0,1581.3,1563.0,1567.5,8959508
2025-12-01,1575.0,1577.5,1563.6,1566.1,8920233
2025-12-02,1561.1,1567.5,1542.0,1546.3,11389150
2025-12-03,1545.2,1552.4,1533.0,1538.8,6090883
2025-12-04,1536.0,1560.5,1517.6,1535.6,11867930
2025-12-05,1530.4,1545.8,1520.6,1540.6,10183266
2025-12-08,1539.2,1551.0,1535.0,1543.0,11301491
2025-12-09,1540.3,1542.5,1520.1,1529.4,11503971
2025-12-10,1534.0,1547.5,1531.4,1536.9,7991629
2025-12-11,1536.9,1550.0,1524.0,1545.0,4706197
2025-12-12,1550.8,1559.8,1546.1,1556.5,5106655
2025-12-15,1551.2,1558.6,1546.5,1556.2,5774543
2025-12-16,1545.0,1551.7,1538.8,1542.3,11731856
2025-12-17,1550.0,1550.0,1539.3,1544.4,7116649
2025-12-18,1535.2,1551.5,1535.2,1544.4,6580829
2025-12-19,1554.4,1574.2,1551.0,1565.1,13937275
2025-12-22,1573.5,1577.5,1565.3,1575.4,10184852
2025-12-23,1580.9,1580.9,1568.1,1570.7,7506564
2025-12-24,1572.7,1575.7,1553.6,1558.2,8815745
2025-12-26,1554.7,1561.0,1554.3,1559.2,2311495
2025-12-29,1554.9,1558.1,1543.6,1545.6,5972105
2025-12-30,1547.0,1553.6,1537.8,1539.8,8815884
2025-12-31,1541.0,1577.0,1541.0,1570.4,5771830
2026-01-01,1573.7,1592.5,1571.1,1575.6,6408128
2026-01-02,1580.0,1594.6,1578.2,1592.3,6602230
2026-01-05,1593.0,1611.8,1575.3,1578.1,8704973
2026-01-06,1569.0,1569.0,1496.3,1507.6,27417125
2026-01-07,1510.0,1520.0,1498.0,1504.2,11199340
2026-01-08,1500.0,1503.9,1468.8,1470.6,16518684
2026-01-09,1465.0,1479.9,1465.0,1475.3,8335311
2026-01-12,1475.3,1485.3,1451.0,1483.2,8883745
2026-01-13,1485.0,1485.8,1444.7,1452.8,13499760
2026-01-14,1444.0,1467.0,1440.2,1458.8,8321764
2026-01-15,1458.8,1458.8,1458.8,1458.8,0
2026-01-16,1458.8,1480.0,1455.1,1457.9,17167161
2026-01-19,1450.6,1450.6,1403.3,1413.6,20392765
2026-01-20,1410.7,1416.0,1390.0,1394.0,13189498
2026-01-21,1389.5,1412.9,1373.0,1404.6,17352720
2026-01-22,1410.1,1419.5,1395.0,1402.5,15721693
2026-01-23,1401.8,1407.0,1381.0,1386.1,9837802
2026-01-27,1380.0,1391.6,1368.0,1380.5,26302396
2026-01-28,1385.0,1409.9,1384.9,1396.7,11121657
2026-01-29,1402.9,1402.9,1384.0,1391.0,20846683
2026-01-30,1382.6,1398.0,1378.5,1395.4,11239835
2026-02-02,1340.0,1392.9,1335.5,1390.4,15711165
2026-02-03,1473.9,1489.5,1430.2,1437.1,25456171
2026-02-04,1444.0,1464.0,1440.3,1456.8,8333387
2026-02-05,1457.0,1461.5,1439.5,1443.4,11763658
2026-02-06,1441.5,1452.8,1433.5,1450.8,8277304
2026-02-09,1458.0,1465.9,1453.0,1461.6,5775864
2026-02-10,1471.0,1471.0,1452.2,1458.5,10259630
2026-02-11,1459.6,1470.0,1453.6,1468.7,7106877
2026-02-12,1470.0,1473.0,1445.5,1448.9,11135399
2026-02-13,1445.5,1450.7,1416.3,1419.6,10755693
2026-02-16,1420.1,1439.6,1409.3,1437.1,5896514
2026-02-17,1431.1,1431.8,1418.6,1423.0,10731630
2026-02-18,1427.0,1442.1,1419.2,1441.3,5521096
2026-02-19,1443.0,1443.0,1400.0,1409.5,11884664
2026-02-20,1409.5,1427.4,1406.1,1419.4,8177670
2026-02-23,1425.0,1434.9,1418.3,1428.0,7758856
2026-02-24,1425.3,1433.3,1415.0,1428.8,12529409
2026-02-25,1435.0,1440.5,1393.5,1398.5,10728792
2026-02-26,1398.5,1412.9,1391.9,1406.8,16683858
2026-02-27,1398.0,1410.4,1388.1,1393.9,12031440
2026-03-02,1375.5,1378.6,1341.5,1358.0,23728722
2026-03-04,1330.0,1352.8,1307.0,1345.0,32495007
2026-03-05,1353.1,1399.0,1353.1,1389.4,25957532
2026-03-06,1396.5,1424.3,1390.3,1404.8,19311971
